wellName,DEPTH,CGR,CPERM,CPHI,DT,DTSM,Facies,GR,MSFL,NPHI,PEF,Perm_Buckles_UpAs,PHIE,RHOB,RT,SWE,ZONE_NAME,net_gross
A-18-00,856.667,27.9023,-9999,-9999,89.1952,161.0673,5,46.2695,2.37403,0.231231,4.04323,53.20013,0.2427557,2.40328,2.39022,0.4413609,U.Asmari,gross
A-18-00,856.82,22.9436,-9999,-9999,88.6644,158.9586,5,42.8819,2.95104,0.219269,4.248143,47.09596,0.2347346,2.42199,3.05995,0.4056281,U.Asmari,gross
A-18-00,856.972,19.8022,-9999,0.317700005,88.458,154.6923,5,40.7096,4.54368,0.199656,4.402855,53.12786,0.242665,2.38995,5.41802,0.2962428,U.Asmari,gross
A-18-00,857.124,17.7349,-9999,-9999,88.7781,151.0243,5,38.5369,6.9673,0.180659,4.474032,63.11442,0.2543542,2.3323,9.82409,0.1868322,U.Asmari,net
A-18-00,857.277,15.7897,-9999,0.331199989,89.1226,149.8757,5,35.9794,8.76466,0.167727,4.515333,82.4014,0.2732747,2.28831,13.5562,0.1673497,U.Asmari,net
A-18-00,857.429,13.5431,-9999,-9999,88.2212,150.8236,5,34.2261,7.9932,0.161083,4.515244,81.49644,0.2724713,2.28766,11.932,0.1793384,U.Asmari,net
A-18-00,857.582,11.8918,-9999,0.301700001,86.3293,152.2622,5,34.1231,5.71541,0.158981,4.391763,62.74072,0.2539443,2.33611,7.59555,0.2415326,U.Asmari,net
A-18-00,857.734,11.6323,-9999,0.330400009,85.4372,153.1942,5,34.788,3.92858,0.163037,4.122105,43.47079,0.2295761,2.40357,4.58606,0.3437468,U.Asmari,gross
A-18-00,857.886,12.0238,-9999,-9999,86.2769,153.5133,5,35.2937,3.01397,0.178096,3.841003,36.52141,0.2186661,2.44603,3.16495,0.4340979,U.Asmari,gross
A-18-00,858.039,12.3113,-9999,0.223500004,88.1713,153.787,5,34.972,2.51969,0.201836,3.738049,39.35055,0.2232877,2.44794,2.47506,0.4365516,U.Asmari,gross
A-18-00,858.191,11.9285,-9999,-9999,89.7375,155.2202,5,33.8693,2.29681,0.221747,3.907984,2.140718,0.2386592,2.43496,2.21504,0.4756125,U.Asmari,gross
A-18-00,858.344,10.9756,-9999,-9999,89.6384,155.5714,5,31.8187,2.2385,0.229202,4.244987,2.299441,0.2434015,2.43084,2.20441,0.4679568,U.Asmari,gross
A-18-00,858.496,9.49396,-9999,0.359799995,88.3174,152.4883,5,29.2039,2.36745,0.226272,4.498364,53.62112,0.2432816,2.43116,2.49424,0.4408665,U.Asmari,gross
A-18-00,858.648,7.57652,-9999,-9999,87.1194,148.7594,5,27.6738,2.46167,0.220284,4.510994,54.9611,0.2449342,2.42547,2.81905,0.4128481,U.Asmari,gross
A-18-00,858.801,6.41704,-9999,-9999,86.4657,146.7551,5,27.486,2.343,0.218282,4.354796,57.26851,0.2477067,2.41911,2.83598,0.4075924,U.Asmari,gross
A-18-00,858.953,6.39374,-9999,-9999,85.6978,147.0282,5,27.7702,2.07051,0.220538,4.172244,56.64384,0.246965,2.42318,2.51313,0.4343367,U.Asmari,gross
A-18-00,859.106,6.84057,-9999,-9999,84.9518,148.3826,5,27.8159,1.76975,0.226764,3.991311,2.413369,0.2466486,2.42868,2.08028,0.477791,U.Asmari,gross
A-18-00,859.258,7.21794,-9999,-9999,86.3379,149.7111,5,27.6928,1.48643,0.239423,3.776062,2.973331,0.2610369,2.4029,1.72004,0.4963012,U.Asmari,net
A-18-00,859.41,7.47284,-9999,-9999,91.7906,153.5179,5,27.5022,1.19303,0.263053,3.56244,5.072845,0.3006633,2.32397,1.37432,0.4821036,U.Asmari,net
A-18-00,859.563,7.58569,14.47000027,0.290699997,100.468,163.503,5,28.2231,0.926423,0.298455,3.419486,10.06215,0.357145,2.21434,1.05929,0.4620763,U.Asmari,net
A-18-00,859.715,8.36062,-9999,0.386399994,108.727,177.8663,5,30.3854,0.74882,0.333283,3.353504,16.15492,0.3995844,2.13751,0.847656,0.4613855,U.Asmari,net
A-18-00,859.868,10.1592,-9999,-9999,113.181,190.7251,5,32.8586,0.669617,0.356626,3.324325,16.22784,0.4,2.10141,0.754363,0.4899625,U.Asmari,net
A-18-00,860.02,12.0087,-9999,-9999,113.545,197.9549,5,34.7965,0.631387,0.368415,3.301586,16.22784,0.4,2.09691,0.71318,0.4899625,U.Asmari,net
A-18-00,860.172,13.3753,-9999,-9999,111.254,198.6505,5,35.7357,0.607839,0.371147,3.282488,16.22784,0.4,2.11487,0.694494,0.4993916,U.Asmari,net
A-18-00,860.325,14.0438,-9999,-9999,108.08,195.2727,5,35.2747,0.591363,0.367322,3.296892,16.22784,0.4,2.14615,0.687027,0.5087743,U.Asmari,net
A-18-00,860.477,13.8095,11.57999992,-9999,104.534,190.3194,5,34.0739,0.585297,0.359442,3.376243,13.64911,0.3841851,2.18352,0.690934,0.529167,U.Asmari,net
A-18-00,860.63,13.1147,-9999,-9999,100.368,184.5687,5,32.6632,0.617775,0.347761,3.507331,10.79134,0.3632527,2.22635,0.739528,0.5410911,U.Asmari,net
A-18-00,860.782,12.2211,-9999,-9999,95.8866,178.0857,5,31.7378,0.699727,0.328262,3.61374,8.192042,0.3395457,2.27078,0.843751,0.5421754,U.Asmari,net
A-18-00,860.934,11.6979,-9999,-9999,92.5709,171.694,5,32.1544,0.773318,0.312135,3.623427,6.431231,0.3195289,2.30829,0.93455,0.5475575,U.Asmari,net
A-18-00,861.087,12.1354,4.519999981,0.299599991,91.7921,167.6381,5,34.0445,0.716688,0.30777,3.537755,5.749168,0.3105193,2.32623,0.862625,0.5861498,U.Asmari,net
A-18-00,861.239,13.6201,-9999,-9999,93.1198,167.9865,5,36.2196,0.589093,0.310695,3.410705,5.937809,0.3130965,2.3196,0.700052,0.6444084,U.Asmari,net
A-18-00,861.392,15.0918,-9999,-9999,95.2301,171.8275,5,37.016,0.549011,0.310167,3.298787,6.576387,0.3213427,2.29668,0.645477,0.6530733,U.Asmari,net
A-18-00,861.544,15.6901,-9999,-9999,97.3064,176.6271,5,37.2367,0.571703,0.307752,3.236606,7.377916,0.3307935,2.27094,0.663652,0.6254402,U.Asmari,net
A-18-00,861.696,16.2178,-9999,-9999,99.0611,180.5367,5,38.0056,0.554443,0.315619,3.234133,8.361365,0.3412728,2.25054,0.632373,0.6208557,U.Asmari,net
A-18-00,861.849,17.3868,-9999,-9999,100.262,183.2878,5,38.9367,0.516223,0.335225,3.272623,9.390733,0.3511751,2.23905,0.583427,0.6275983,U.Asmari,net
A-18-00,862.001,18.7791,-9999,-9999,100.623,184.8642,5,39.4848,0.511752,0.349536,3.323618,9.713699,0.3540909,2.23982,0.575621,0.6258689,U.Asmari,net
A-18-00,862.154,20.0841,-9999,-9999,99.805,184.9555,5,40.2126,0.536449,0.349633,3.37925,8.831145,0.3459138,2.25719,0.602654,0.6252324,U.Asmari,net
A-18-00,862.306,21.266,-9999,-9999,97.4721,183.1884,5,40.3517,0.569291,0.333464,3.4489,6.92398,0.3255536,2.29251,0.643381,0.6417589,U.Asmari,net
A-18-00,862.458,21.6198,-9999,-9999,93.799,178.2045,5,38.3865,0.650831,0.304144,3.517797,4.843132,0.2970684,2.33942,0.741819,0.6539204,U.Asmari,net
A-18-00,862.611,20.419,-9999,-9999,90.4412,169.9668,5,34.9216,0.875836,0.272743,3.560638,3.503909,0.2727907,2.37693,1.01477,0.6089137,U.Asmari,net
A-18-00,862.763,18.9685,0.74000001,0.179300003,89.8831,162.6722,5,33.4289,1.07921,0.255914,3.561514,3.292092,0.2682823,2.3772,1.25718,0.55704,U.Asmari,net
A-18-00,862.916,19.3873,-9999,-9999,92.9181,161.2871,5,35.1614,0.973004,0.266409,3.514376,4.406245,0.2898265,2.33179,1.1111,0.5487479,U.Asmari,net
A-18-00,863.068,21.6223,-9999,-9999,98.1151,167.3449,5,37.7617,0.810411,0.296544,3.425258,6.964597,0.326034,2.26312,0.904834,0.5401221,U.Asmari,net
A-18-00,863.22,23.2528,-9999,-9999,103.132,177.4539,5,37.8821,0.731687,0.328119,3.32105,10.26704,0.3588987,2.20481,0.801536,0.5211757,U.Asmari,net
A-18-00,863.373,22.6981,2.380000114,-9999,106.032,186.5025,5,35.911,0.694076,0.349828,3.252661,12.84433,0.3787093,2.1743,0.749711,0.5112562,U.Asmari,net
A-18-00,863.525,21.8218,-9999,0.395800018,106.026,192.0938,5,35.7388,0.672824,0.361579,3.237422,13.71034,0.38459,2.17023,0.723319,0.5129894,U.Asmari,net
A-18-00,863.678,23.7797,-9999,-9999,103.609,194.0631,5,38.7959,0.644787,0.367814,3.259294,12.80571,0.3784391,2.18589,0.692606,0.5317901,U.Asmari,net
A-18-00,863.83,27.1902,4.869999886,0.407200012,100.091,193.1916,5,41.4648,0.606274,0.371574,3.300655,11.12108,0.3658984,2.21255,0.648867,0.5663419,U.Asmari,net
A-18-00,863.982,29.05,-9999,-9999,96.8785,190.6132,5,42.6898,0.583489,0.373134,3.354759,9.566851,0.3527756,2.24175,0.620682,0.5992072,U.Asmari,net
A-18-00,864.135,30.314,1.49000001,0.343800011,94.6766,187.7974,5,44.6618,0.570417,0.37101,3.407456,8.37057,0.3413659,2.26541,0.594023,0.6318282,U.Asmari,net
A-18-00,864.287,32.4424,-9999,-9999,93.6321,185.4605,5,47.294,0.568007,0.369623,3.416159,7.73629,0.3347418,2.27667,0.580948,0.6499593,U.Asmari,net
A-18-00,864.44,33.2316,-9999,0.281499996,93.9686,184.3928,5,46.9862,0.571424,0.376422,3.348768,8.021037,0.3377703,2.27278,0.58859,0.6395841,U.Asmari,net
A-18-00,864.592,31.0712,-9999,-9999,95.1083,185.3329,5,43.7248,0.546635,0.391681,3.22797,9.065084,0.348147,2.2604,0.554772,0.640394,U.Asmari,net
A-18-00,864.744,28.0271,-9999,-9999,95.465,186.2931,5,40.6096,0.559192,0.40269,3.134832,9.76182,0.3545182,2.25493,0.553244,0.6309484,U.Asmari,net
A-18-00,864.897,26.8083,3.970000029,0.345,94.1794,184.5694,5,40.5276,0.64082,0.393919,3.146843,9.165515,0.3490907,2.26515,0.627588,0.6023458,U.Asmari,net
A-18-00,865.049,28.5317,-9999,0.323400002,91.5882,179.385,5,43.3443,0.678502,0.370963,3.256668,7.655367,0.333864,2.28666,0.654359,0.6162263,U.Asmari,net
A-18-00,865.202,31.0028,-9999,0.330699997,88.666,173.2697,5,45.8112,0.667381,0.349525,3.373767,6.138644,0.3157665,2.31096,0.633934,0.6595764,U.Asmari,net
A-18-00,865.354,32.3275,-9999,-9999,86.3881,169.164,5,46.9246,0.700847,0.339282,3.415475,5.13431,0.3016024,2.33564,0.662206,0.6739882,U.Asmari,net
A-18-00,865.506,32.9447,-9999,0.286200008,84.7785,166.4866,5,47.6786,0.76532,0.33809,3.396919,4.366543,0.2891397,2.36091,0.722204,0.6710918,U.Asmari,net
A-18-00,865.659,33.2374,-9999,-9999,83.6887,163.8574,5,48.1351,0.842826,0.33483,3.394326,3.652817,0.2758302,2.38601,0.80055,0.6656443,U.Asmari,net
A-18-00,865.811,32.6325,-9999,-9999,83.121,161.0032,5,47.6858,0.98242,0.321894,3.445636,3.04376,0.2626895,2.40951,0.956163,0.6389096,U.Asmari,net
A-18-00,865.964,31.4753,-9999,-9999,83.1453,158.2443,5,47.4539,1.20937,0.300047,3.516201,2.371296,0.2454638,2.4271,1.23442,0.5990024,U.Asmari,gross
A-18-00,866.116,29.7749,0.610000014,0.214099998,83.8083,156.4049,5,48.916,1.3587,0.283828,3.563548,2.205814,0.2406366,2.42887,1.45018,0.56902,U.Asmari,gross
A-18-00,866.268,27.8493,-9999,-9999,84.7918,156.7028,5,51.4804,1.29305,0.283559,3.576128,2.332549,0.244358,2.41163,1.39465,0.573019,U.Asmari,gross
A-18-00,866.421,25.6517,-9999,-9999,85.4559,158.9746,5,51.2676,1.15518,0.294342,3.557277,2.830237,0.2575804,2.39078,1.21138,0.5855529,U.Asmari,net
A-18-00,866.573,22.7674,1.450000048,-9999,85.2947,161.5864,5,48.5088,1.09177,0.305524,3.512612,3.373493,0.2700417,2.38328,1.10022,0.5885698,U.Asmari,net
A-18-00,866.726,19.8396,-9999,-9999,84.8285,163.5978,5,45.402,1.00621,0.316123,3.455885,3.900136,0.280664,2.38591,0.993307,0.5996041,U.Asmari,net
A-18-00,866.878,17.0597,-9999,-9999,85.1376,165.2732,5,42.7454,0.835442,0.328937,3.397143,3.469305,0.2720694,2.38444,0.816152,0.6678018,U.Asmari,net
A-18-00,867.03,15.8787,-9999,-9999,86.0117,166.968,5,42.5496,0.733795,0.339837,3.338107,3.366352,0.2698888,2.37792,0.718195,0.7088329,U.Asmari,net
A-18-00,867.183,17.1277,-9999,-9999,86.6725,168.4145,5,45.0234,0.721588,0.345433,3.279972,3.160338,0.2653589,2.37696,0.717372,0.7135215,U.Asmari,net
A-18-00,867.335,18.863,-9999,-9999,86.7744,169.0085,5,47.5478,0.70717,0.346443,3.230631,2.834752,0.2576916,2.38253,0.725638,0.7227839,U.Asmari,net
A-18-00,867.488,18.9952,-9999,0.298400002,86.4846,169.0636,5,48.0898,0.689386,0.345655,3.19549,2.70588,0.2544614,2.38615,0.738142,0.7233534,U.Asmari,net
A-18-00,867.64,17.7939,-9999,0.322799988,85.9547,168.9304,5,47.196,0.689302,0.338314,3.180216,3.040446,0.2626124,2.38518,0.758481,0.7036443,U.Asmari,net
A-18-00,867.792,16.9191,0.800000012,-9999,85.3323,168.118,5,46.7927,0.718244,0.325151,3.220681,3.520154,0.2731273,2.3867,0.804071,0.673191,U.Asmari,net
A-18-00,867.945,17.1128,-9999,-9999,84.994,166.7782,5,47.5622,0.742716,0.314561,3.36127,3.482418,0.2723434,2.39612,0.843559,0.6650272,U.Asmari,net
A-18-00,868.097,17.2147,0.680000007,-9999,85.1317,165.6023,5,48.0206,0.746558,0.31205,3.565349,2.870834,0.258575,2.41093,0.853181,0.6883504,U.Asmari,net
A-18-00,868.25,16.5195,-9999,0.309799995,85.608,164.8485,5,47.4499,0.755734,0.313835,3.698139,2.355826,0.2450241,2.42231,0.86533,0.709043,U.Asmari,gross
A-18-00,868.402,15.3207,-9999,-9999,85.916,164.4178,5,46.4391,0.752923,0.317638,3.648833,2.336202,0.2444629,2.42018,0.860674,0.7095134,U.Asmari,gross
A-18-00,868.554,14.9502,-9999,-9999,85.8251,164.1099,5,46.6658,0.731254,0.323084,3.444323,2.798817,0.2568028,2.40438,0.831713,0.6933981,U.Asmari,net
A-18-00,868.707,15.6557,0.75,0.281599998,85.4933,164.0537,5,48.2543,0.724676,0.328828,3.219959,3.355101,0.2696472,2.38742,0.819931,0.6706108,U.Asmari,net
A-18-00,868.859,16.5678,-9999,0.289400005,84.8892,163.9659,5,50.0401,0.739933,0.329679,3.07239,3.634018,0.2754521,2.38096,0.831883,0.6549527,U.Asmari,net
A-18-00,869.012,17.1304,-9999,0.287700005,84.2348,163.2452,5,51.3284,0.75956,0.324194,3.005868,3.624948,0.2752691,2.38547,0.849428,0.6516363,U.Asmari,net
A-18-00,869.164,16.8734,-9999,-9999,83.9213,162.0507,5,51.6636,0.770296,0.316416,2.983948,3.654027,0.2758545,2.39151,0.859825,0.6512944,U.Asmari,net
A-18-00,869.316,15.3049,-9999,-9999,83.9506,160.9288,5,50.2247,0.76096,0.310736,2.983731,3.866281,0.2800173,2.39235,0.84969,0.6513195,U.Asmari,net
A-18-00,869.469,13.7,-9999,0.265300007,83.9601,160.3192,5,48.3974,0.742887,0.311304,3.005181,4.003516,0.2826111,2.38683,0.828325,0.6547391,U.Asmari,net
A-18-00,869.621,13.0235,-9999,-9999,83.6625,160.2155,5,47.5864,0.757862,0.318674,3.04053,4.440618,0.2904171,2.37624,0.843162,0.632018,U.Asmari,net
A-18-00,869.774,12.6994,-9999,0.297900009,83.2282,160.2357,5,47.3215,0.819699,0.326463,3.066016,4.805943,0.2964733,2.36572,0.910656,0.5950236,U.Asmari,net
A-18-00,869.926,12.1763,-9999,0.298299999,82.6441,160.2106,5,47.0393,0.891115,0.328622,3.067145,4.952435,0.298796,2.36199,0.984563,0.5679396,U.Asmari,net
A-18-00,870.078,12.222,-9999,0.284200001,81.7117,160.3124,5,47.5989,0.937047,0.325125,3.046474,4.717587,0.2950441,2.36842,1.01985,0.5669901,U.Asmari,net
A-18-00,870.231,13.4312,5.900000095,0.287800007,80.7787,160.5555,5,49.7975,0.916029,0.319968,3.016459,4.115581,0.2846762,2.3818,0.956411,0.6017343,U.Asmari,net
A-18-00,870.383,15.3775,0.449999988,0.2725,80.6349,160.8053,5,53.4333,0.861419,0.318142,2.991937,3.451371,0.2716933,2.39458,0.841484,0.6647955,U.Asmari,net
A-18-00,870.536,17.1058,0.270000011,0.261100006,81.1631,161.2175,5,57.5763,0.848312,0.32026,2.99859,3.027335,0.2623068,2.40082,0.788958,0.702499,U.Asmari,net
A-18-00,870.688,18.2531,0.560000002,0.253799992,81.6543,161.9058,5,61.8599,0.867495,0.325789,3.07335,2.760467,0.2558443,2.40173,0.790938,0.7099757,U.Asmari,net
A-18-00,870.84,19.9002,-9999,-9999,81.7927,162.3011,5,67.0717,0.94652,0.33107,3.231659,2.350885,0.2448831,2.40681,0.862394,0.6966733,U.Asmari,gross
A-18-00,870.993,21.9432,-9999,0.231000004,81.6786,161.7312,2,71.6776,1.34048,0.334599,3.418366,1.747015,0.2255749,2.42093,1.26465,0.6051092,U.Asmari,gross
A-18-00,871.145,22.8669,-9999,-9999,81.7306,160.515,2,74.5138,2.49046,0.333539,3.533057,32.42235,0.2114504,2.43454,2.58669,0.4416801,U.Asmari,gross
A-18-00,871.298,21.5841,-9999,-9999,82.2539,158.9719,2,74.2763,4.14184,0.324801,3.509894,40.38437,0.2249121,2.42982,4.80944,0.3143829,U.Asmari,gross
A-18-00,871.45,19.4687,-9999,-9999,83.0759,155.1163,5,72.1064,4.4555,0.314808,3.374496,70.68212,0.2622671,2.4043,5.46434,0.2681138,U.Asmari,net
A-18-00,871.602,18.4119,-9999,-9999,83.504,149.3449,5,70.4968,3.16933,0.311888,3.215547,90.27393,0.2799789,2.37711,3.74397,0.3090685,U.Asmari,net
A-18-00,871.755,18.2339,-9999,-9999,82.3186,145.5565,5,68.8341,2.29126,0.312421,3.0965,92.66813,0.2819237,2.36711,2.53477,0.3731513,U.Asmari,net
A-18-00,871.907,17.868,-9999,-9999,79.2871,141.0525,5,62.9207,2.14956,0.304264,3.02352,84.14928,0.2748066,2.3752,2.36164,0.3966736,U.Asmari,net
A-18-00,872.06,17.5189,-9999,-9999,76.1411,132.8573,5,53.6688,1.89021,0.291512,2.974082,3.131289,0.2647012,2.37797,2.15191,0.4314354,U.Asmari,net
A-18-00,872.212,20.4953,-9999,-9999,76.9465,130.9743,5,49.5265,1.27971,0.299296,2.9417,3.458281,0.2718384,2.34974,1.45408,0.5094985,U.Asmari,net
A-18-00,872.364,31.6232,-9999,-9999,86.263,147.709,5,55.4973,0.813765,0.336073,2.936314,4.956695,0.2988627,2.28793,0.870298,0.5927572,U.Asmari,net
A-18-00,872.517,49.9609,-9999,-9999,102.401,181.2382,5,70.3993,0.616235,0.38023,2.971101,6.93988,0.3257419,2.2216,0.607661,0.6403041,U.Asmari,net
A-18-00,872.669,64.9259,-9999,-9999,117.551,219.1031,5,86.9551,0.577607,0.407311,3.050225,7.980082,0.3373404,2.19222,0.548792,0.6419799,U.Asmari,net
A-18-00,872.822,69.8271,-9999,-9999,124.308,239.9143,5,95.2757,0.607613,0.401229,3.159266,6.843572,0.3245955,2.21848,0.583369,0.642506,U.Asmari,net
A-18-00,872.974,67.7525,-9999,-9999,120.392,237.4726,5,94.2109,0.727594,0.37891,3.259659,5.117927,0.301353,2.27588,0.731517,0.6165743,U.Asmari,net
A-18-00,873.126,62.0606,-9999,-9999,114.038,239.2262,5,86.0207,0.860683,0.37698,3.321977,4.185529,0.285942,2.31253,0.883256,0.5847127,U.Asmari,net
A-18-00,873.279,56.7508,-9999,-9999,111.27,246.3487,5,75.317,0.829005,0.411551,3.399926,2.883088,0.258873,2.3112,0.821202,0.6274651,U.Asmari,net
A-18-00,873.431,52.6303,-9999,-9999,106.804,241.9765,0,68.1017,0.863936,0.433466,3.615348,1.664688,0.2225517,2.32848,0.86619,0.6568695,U.Asmari,gross
A-18-00,873.584,44.3284,-9999,-9999,96.2546,230.5019,0,59.9012,1.44097,0.371324,4.048588,17.88142,0.17824,2.42479,1.59843,0.5904533,U.Asmari,gross
A-18-00,873.736,30.9265,-9999,-9999,82.7815,208.1642,-9999,45.2215,3.58111,0.236661,4.619837,-9999,0.1217389,2.59486,4.57438,0.5389445,Ghar C.R,gross
A-18-00,873.888,19.2926,0.02,0.0324,70.8184,173.7475,-9999,29.4246,7.53377,0.107148,5.086449,-9999,0.0001,2.76145,10.8547,1,Ghar C.R,gross
A-18-00,874.041,13.7692,-9999,-9999,62.4256,140.421,-9999,19.7019,10.9853,0.0400057,5.25947,-9999,0.0001,2.85886,17.6284,1,Ghar C.R,gross
A-18-00,874.193,12.4412,-9999,-9999,58.0198,123.3018,-9999,16.4071,12.5937,0.0282296,5.133223,-9999,0.0001,2.87925,21.8706,1,Ghar C.R,gross
A-18-00,874.346,13.5726,-9999,-9999,57.7535,118.4975,-9999,17.5394,10.8959,0.0506548,4.808728,-9999,0.0001,2.83813,18.9414,1,Ghar C.R,gross
A-18-00,874.498,17.1314,-9999,-9999,61.6933,119.3573,-9999,22.7904,6.31127,0.10171,4.376788,-9999,0.0001,2.74235,10.0518,1,Ghar C.R,gross
A-18-00,874.65,23.9113,-9999,-9999,70.0078,126.5854,-9999,32.2163,2.84652,0.174018,3.899339,-9999,0.0001,2.60293,3.87832,1,Ghar C.R,gross
A-18-00,874.803,34.2074,0.02,0.0679,80.9505,140.8493,-9999,45.4502,1.58561,0.244354,3.47495,-9999,0.12,2.45835,1.83656,1,Ghar C.R,gross
A-18-00,874.955,44.8011,-9999,0.321899986,92.4244,157.2202,-9999,58.031,1.25826,0.28968,3.214735,-9999,0.12,2.36135,1.27375,1,Ghar C.R,gross
A-18-00,875.108,51.6384,-9999,-9999,103.948,174.7997,-9999,65.5667,1.13098,0.312921,3.163029,-9999,0.12,2.32955,1.03672,1,Ghar C.R,gross
A-18-00,875.26,55.0182,-9999,-9999,113.705,197.7975,-9999,68.8984,0.982489,0.334742,3.287293,-9999,0.12,2.3408,0.854778,1,Ghar C.R,gross
A-18-00,875.412,56.6661,-9999,-9999,117.1,215.5927,-9999,69.5603,0.903304,0.366295,3.525148,-9999,0.12,2.37154,0.78696,1,Ghar C.R,gross
A-18-00,875.565,54.9268,-9999,-9999,108.105,217.7041,-9999,64.9775,0.938531,0.373803,3.852506,-9999,0.12,2.43756,0.858055,1,Ghar C.R,gross
A-18-00,875.717,47.3811,-9999,-9999,87.8705,208.3032,-9999,53.5129,1.41477,0.313935,4.255469,-9999,0.1166059,2.56326,1.46668,1,Ghar C.R,gross
A-18-00,875.87,34.5157,-9999,0.080200005,67.0483,194.3976,-9999,38.1596,3.59449,0.199873,4.665067,-9999,0.05761252,2.72691,4.5516,1,Ghar C.R,gross
A-18-00,876.022,20.1049,-9999,0.014400001,54.4589,178.0232,-9999,24.3251,8.12991,0.0887413,4.97205,-9999,0.0001,2.8628,11.9575,1,Ghar C.R,gross
A-18-00,876.174,9.66027,-9999,-9999,49.9621,157.7552,-9999,16.4279,11.3743,0.0282495,5.139667,-9999,0.0001,2.92963,18.2956,1,Ghar C.R,gross
A-18-00,876.327,5.09742,-9999,-9999,49.3152,138.8453,-9999,13.5894,14.4966,0.0100756,5.217644,-9999,0.0001,2.94562,28.3069,1,Ghar C.R,gross
A-18-00,876.479,3.30317,-9999,-9999,50.2044,124.7703,-9999,12.4899,18.3048,0.0077486,5.243331,-9999,0.0001,2.94488,44.6079,1,Ghar C.R,gross
A-18-00,876.632,2.22099,-9999,0.014400001,52.1056,118.2986,-9999,12.3754,18.0149,0.012215,5.224158,-9999,0.0001,2.93349,42.3952,1,Ghar C.R,gross
A-18-00,876.784,1.88417,-9999,-9999,56.8427,116.778,-9999,13.856,13.8428,0.0307293,5.164497,-9999,0.0001,2.90031,27.6396,1,Ghar C.R,gross
A-18-00,876.936,2.68737,-9999,-9999,65.8845,116.6704,-9999,18.302,7.95739,0.0770945,5.076239,-9999,0.0001,2.82362,13.4544,1,Ghar C.R,gross
A-18-00,877.089,6.10451,0.01,0.033199999,78.1125,118.6162,-9999,28.4408,3.77122,0.151067,4.94907,-9999,0.0001,2.69518,5.29452,1,Ghar C.R,gross
A-18-00,877.241,14.854,-9999,-9999,90.4371,127.3961,1,41.3358,2.24259,0.22407,4.718888,-9999,0.1539757,2.54678,2.74934,0.4942428,Ghar,gross
A-18-00,877.394,25.716,-9999,-9999,103.086,142.3282,1,47.6762,1.80767,0.263658,4.345359,-9999,0.1943021,2.43887,2.16354,0.4445436,Ghar,gross
A-18-00,877.546,30.749,-9999,-9999,118.558,155.7662,1,47.6139,1.42897,0.267082,3.854393,-9999,0.202488,2.40313,1.78061,0.4668485,Ghar,gross
A-18-00,877.698,30.4055,-9999,-9999,135.488,169.7527,1,46.4985,1.13593,0.257439,3.326822,-9999,0.2081857,2.39896,1.42594,0.5096766,Ghar,gross
A-18-00,877.851,29.452,-9999,-9999,150.313,191.2761,3,45.3571,1.07686,0.252691,2.859843,-9999,0.2039925,2.36787,1.3191,0.5365579,Ghar,gross
A-18-00,878.003,28.8236,-9999,-9999,159.336,226.7827,3,44.115,1.10132,0.255375,2.520589,-9999,0.2317436,2.2978,1.34269,0.4885787,Ghar,gross
A-18-00,878.156,28.1884,-9999,-9999,161.225,275.8687,4,43.0605,1.1017,0.267973,2.357521,-9999,0.2606342,2.22973,1.39175,0.4406212,Ghar,net
A-18-00,878.308,27.6285,-9999,-9999,154.961,322.4482,4,42.3683,1.13976,0.288757,2.399175,-9999,0.2696373,2.21206,1.55725,0.4044715,Ghar,net
A-18-00,878.46,27.4214,-9999,-9999,141.174,340.5022,2,39.1592,1.36064,0.299192,2.634686,-9999,0.262013,2.26045,2.07716,0.3577614,Ghar,net
A-18-00,878.613,25.4026,-9999,-9999,123.606,311.0174,1,31.6071,1.90164,0.283118,2.968801,-9999,0.2302519,2.35278,3.33431,0.3150006,Ghar,gross
A-18-00,878.765,19.411,-9999,-9999,106.455,257.1353,1,24.1519,3.18658,0.25161,3.260254,-9999,0.1982811,2.44576,6.70929,0.2558496,Ghar,gross
A-18-00,878.918,12.6607,-9999,-9999,93.9439,212.3434,1,20.5672,5.41771,0.231023,3.422997,-9999,0.1767496,2.50244,12.8721,0.2085223,Ghar,gross
A-18-00,879.07,9.02856,-9999,-9999,88.8101,185.5678,1,19.9908,6.41419,0.23317,3.474636,-9999,0.1731348,2.51711,14.0599,0.2052381,Ghar,gross
A-18-00,879.222,8.21379,-9999,-9999,89.3964,166.5731,1,20.2527,5.95632,0.247065,3.484082,-9999,0.1803817,2.50422,11.2611,0.2214874,Ghar,gross
A-18-00,879.375,8.31277,-9999,-9999,90.8982,152.5552,1,20.1041,5.87881,0.256401,3.487655,-9999,0.1906206,2.48424,10.569,0.2183264,Ghar,gross
A-18-00,879.527,8.05685,-9999,-9999,88.953,145.2465,1,19.7682,6.81844,0.245432,3.500501,-9999,0.1982265,2.47481,13.0171,0.1922866,Ghar,gross
A-18-00,879.68,7.54105,-9999,0.179400005,81.4953,136.8666,1,19.0322,8.62981,0.2089,3.515961,-9999,0.1929441,2.48934,18.208,0.1675184,Ghar,gross
A-18-00,879.832,6.94917,-9999,-9999,70.5716,125.9564,1,17.22,9.99924,0.163449,3.493631,-9999,0.1606834,2.52013,22.3516,0.1774297,Ghar,gross
